"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"222","7"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"223","7"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"224","7"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"225","7"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"226","7"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"227","7"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"228","7","Pareto","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"229","7"," ","6961.18968","13151.92924","279.0000","3666.02","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"230","7"," ","7294.714792","13584.66079","323.0000","7513.44","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"231","7"," ","7214.784712","13713.62462","299.0000","3768.52","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"232","7"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"233","7"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"234","7"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"235","7"," ","8228.12817","11562.20272","193.5000","2697.40","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 10m",
"236","7"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"237","7"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"238","7"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"239","7"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"240","7"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"241","7"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"242","7"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"243","7"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"244","7"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"245","7"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"246","7"," ","7861.90939","11980.96032","210.0000","2717.62","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 2.5m",
"247","7"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"248","7"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"249","7"," ","6776.247749","14075.61868","329.0000","5186.35","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"250","7"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"251","7"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"252","7"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"253","7"," ","7024.542168","13698.70667","294.5000","3850.07","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"254","7"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"255","7"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"256","7"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"257","7"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"258","7"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"259","8"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"260","8"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"261","8","Pareto","20835.6679","5908.71439","924.0000","2632.02","1m Sidefin","Height: 3.6m, Width: 10m",
"262","8"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"263","8"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"264","8"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"265","8"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"266","8"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"267","8"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"268","8"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"269","8"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"270","8"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"271","8"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"272","8"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"273","8"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"274","8"," ","7009.819201","13996.54824","313.0000","4135.64","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"275","8"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"276","8"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"277","8"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"278","8"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"279","8"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"280","8"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"281","8","Pareto","8943.3418","10501.05728","155.0000","2962.76","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"282","8"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"283","8"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"284","8"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"285","8"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"286","8"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"287","8","Pareto","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"288","8"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"289","8","Pareto","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"290","8","Pareto","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"291","8"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"292","8"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"293","8","Pareto","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"294","8"," ","8943.3418","10501.05728","155.0000","2962.76","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"295","8"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"296","8"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"297","8"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"298","8"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"299","8"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"300","8"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"301","8"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"302","8"," ","7009.819201","13996.54824","313.0000","4135.64","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"303","8"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"304","8"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"305","8"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"306","8"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"307","8","Pareto","8580.20472","10867.03576","170.0000","2978.53","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"308","8"," ","7488.932125","13319.57161","317.5000","8576.03","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"309","9"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"310","9"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"311","9"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"312","9"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"313","9"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"314","9"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"315","9"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"316","9"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"317","9"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"318","9"," ","15120.3916","8169.36152","526.5000","2777.70","2m Sidefin","Height: 3.6m, Width: 2.5m",
"319","9"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"320","9"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"321","9"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"322","9"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"323","9"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"324","9"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"325","9"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"326","9"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"327","9"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"328","9"," ","8101.60088","11703.64352","200.0000","2697.56","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 5m",
"329","9"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"330","9"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"331","9"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"332","9"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"333","9"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"334","9"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"335","9"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"336","9"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"337","9"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"338","9"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"339","9"," ","19465.9433","6297.55068","823.5000","2665.08","1m Sidefin","Height: 3.6m, Width: 5m",
"340","9"," ","18789.1426","6568.04274","773.5000","2665.94","1.5m Sidefin","Height: 3.6m, Width: 5m",
"341","9"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"342","9"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"343","9"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"344","9"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"345","9"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"346","9"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"347","9"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"348","9"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"349","9"," ","7948.61085","11997.48465","212.5000","2946.78","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 10m",
"350","9"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"351","9"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"352","9"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"353","9"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"354","9"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"355","9"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"356","9"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"357","9"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"358","9"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"359","10"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"360","10"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"361","10"," ","21240.3089","5783.770871","953.5000","2631.63","0.5m Sidefin","Height: 3.6m, Width: 10m",
"362","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"363","10"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"364","10"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"365","10"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"366","10"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"367","10"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"368","10"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"369","10"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"370","10"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"371","10"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"372","10"," ","7948.61085","11997.48465","212.5000","2946.78","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 10m",
"373","10","Pareto","9249.8262","10187.55685","142.5000","2959.67","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"374","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"375","10"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"376","10"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"377","10"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"378","10"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"379","10"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"380","10"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"381","10"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"382","10"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"383","10"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"384","10"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"385","10"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"386","10"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"387","10"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"388","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"389","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"390","10"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"391","10"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"392","10"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"393","10"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"394","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"395","10"," ","8228.12817","11562.20272","193.5000","2697.40","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 10m",
"396","10"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"397","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"398","10"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"399","10"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"400","10"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"401","10"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"402","10"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"403","10"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
