"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"2074","44"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"2075","44"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2076","44"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"2077","44"," ","8943.3418","10501.05728","155.0000","2962.76","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"2078","44"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"2079","44"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2080","44"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"2081","44"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2082","44"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2083","44"," ","7214.784712","13713.62462","299.0000","3768.52","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"2084","44"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2085","44"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2086","44"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2087","44"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"2088","44"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2089","44"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2090","44"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2091","44"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"2092","44"," ","7796.031676","13617.81124","323.5000","8780.93","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 1m",
"2093","44"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2094","44"," ","6826.36097","13710.48381","298.5000","3603.37","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 1m",
"2095","44"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"2096","44"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2097","44"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2098","44"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2099","44"," ","7245.93243","12787.65233","242.5000","2823.36","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 1m",
"2100","44"," ","7257.643341","13913.40243","308.0000","3847.70","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 5m",
"2101","44"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2102","44"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"2103","44"," ","6776.247749","14075.61868","329.0000","5186.35","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2104","44"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2105","44"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"2106","44"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2107","44"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2108","44"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2109","45"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2110","45"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2111","45"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2112","45"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2113","45"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"2114","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2115","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2116","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2117","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2118","45"," ","6961.18968","13151.92924","279.0000","3666.02","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2119","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2120","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2121","45"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2122","45"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2123","45"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"2124","45"," ","8101.60088","11703.64352","200.0000","2697.56","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 5m",
"2125","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2126","45"," ","9158.369","10245.21041","143.0000","2903.98","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2127","45"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"2128","45"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2129","45"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2130","45"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"2131","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2132","45"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"2133","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2134","45"," ","8088.17332","11287.49461","185.5000","3051.94","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2135","45"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2136","45"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"2137","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2138","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2139","45"," ","7294.714792","13584.66079","323.0000","7513.44","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2140","45"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"2141","45"," ","6776.247749","14075.61868","329.0000","5186.35","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2142","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2143","45"," ","14668.8605","8436.76551","500.0000","2922.58","2.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2144","45"," ","7009.819201","13996.54824","313.0000","4135.64","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2145","45"," ","7282.802715","13578.2455","291.5000","3664.29","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"2146","45"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2147","45"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2148","45"," ","14668.8605","8436.76551","500.0000","2922.58","2.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2149","45"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2150","45"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2151","45"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"2152","45"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2153","45"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2154","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2155","45"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"2156","45"," ","7245.93243","12787.65233","242.5000","2823.36","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 1m",
"2157","45"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2158","45"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2159","46"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2160","46"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"2161","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2162","46"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"2163","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2164","46"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2165","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2166","46"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2167","46"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2168","46"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2169","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2170","46"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2171","46"," ","9607.3367","9885.41291","142.0000","2877.37","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"2172","46"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"2173","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2174","46"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2175","46"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2176","46"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"2177","46"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2178","46"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2179","46"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"2180","46"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2181","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2182","46"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2183","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2184","46"," ","6826.36097","13710.48381","298.5000","3603.37","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 1m",
"2185","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2186","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2187","46"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2188","46"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2189","46"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2190","46"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2191","46"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"2192","46"," ","7444.761095","13207.65615","270.0000","3497.39","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"2193","46"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2194","46"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2195","46"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2196","46"," ","7720.096594","12798.0338","246.5000","3433.77","5m Overhang","Height: 3.6m, Width: 2.5m",
"2197","46"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"2198","46"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2199","46"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2200","46"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2201","46"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2202","46"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2203","46"," ","9437.2725","9802.68373","128.0000","2908.66","2.5m Overhang","Height: 3.6m, Width: 1m",
"2204","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2205","46"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2206","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2207","46"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2208","46"," ","9577.4909","9897.40804","139.5000","2878.20","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"2209","47"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2210","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2211","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2212","47"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2213","47"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2214","47"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2215","47"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"2216","47"," ","8088.17332","11287.49461","185.5000","3051.94","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2217","47"," ","7164.245619","13892.77776","304.5000","3356.37","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 5m",
"2218","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2219","47"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2220","47"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"2221","47"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"2222","47"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"2223","47"," ","12045.4539","9484.08235","317.5000","2994.28","1m Sidefin","Height: 3.6m, Width: 1m",
"2224","47"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2225","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2226","47"," ","9933.4267","9608.75722","137.0000","2870.98","2.5m Overhang","Height: 3.6m, Width: 5m",
"2227","47"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2228","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2229","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2230","47"," ","7257.643341","13913.40243","308.0000","3847.70","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 5m",
"2231","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2232","47"," ","7385.947311","13515.76696","285.5000","3215.63","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 10m",
"2233","47"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2234","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2235","47"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"2236","47"," ","7480.520884","13202.28969","270.5000","3551.63","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"2237","47"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2238","47"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2239","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2240","47"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2241","47"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2242","47"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2243","47"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2244","47"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"2245","47"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"2246","47"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2247","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2248","47"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2249","47"," ","6885.095225","13895.92384","318.5000","4947.30","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2250","47"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2251","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2252","47"," ","6885.095225","13895.92384","318.5000","4947.30","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2253","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2254","47"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2255","47"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"2256","47"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2257","47"," ","7116.646754","13117.31315","293.0000","5914.23","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2258","47"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2259","48"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2260","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2261","48"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2262","48"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2263","48"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"2264","48"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"2265","48"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2266","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2267","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2268","48"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2269","48"," ","7787.192987","12765.55884","247.0000","3426.17","5m Overhang","Height: 3.6m, Width: 5m",
"2270","48"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"2271","48"," ","7164.245619","13892.77776","304.5000","3356.37","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 5m",
"2272","48"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2273","48"," ","9158.369","10245.21041","143.0000","2903.98","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2274","48"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2275","48"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2276","48"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2277","48"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2278","48"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"2279","48"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"2280","48"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"2281","48"," ","7164.245619","13892.77776","304.5000","3356.37","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 5m",
"2282","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2283","48"," ","6885.095225","13895.92384","318.5000","4947.30","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 1m",
"2284","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2285","48"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"2286","48"," ","7503.10736","12729.57936","248.0000","3281.97","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 5m",
"2287","48"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2288","48"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2289","48"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2290","48"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"2291","48"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"2292","48"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"2293","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2294","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2295","48"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2296","48"," ","7164.245619","13892.77776","304.5000","3356.37","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 5m",
"2297","48"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"2298","48"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2299","48"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2300","48"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"2301","48"," ","8088.17332","11287.49461","185.5000","3051.94","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"2302","48"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"2303","48"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"2304","48"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"2305","48"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"2306","48"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"2307","48"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"2308","48"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
